,answer_llm,answer_orig,document,question,course
493,"The alpha parameter controls the strength of the regularization in Ridge regression. A higher alpha value leads to stronger regularization, which means the model will have smaller coefficient values, reducing the risk of overfitting. 
","Ridge regression is a linear regression technique used to mitigate the problem of multicollinearity (when independent variables are highly correlated) and prevent overfitting in predictive modeling. It adds a regularization term to the linear regression cost function, penalizing large coefficients.
sag Solver: The sag solver stands for ""Stochastic Average Gradient."" It's particularly suitable for large datasets, as it optimizes the regularization term using stochastic gradient descent (SGD). sag can be faster than some other solvers for large datasets.
Alpha: The alpha parameter  controls the strength of the regularization in Ridge regression. A higher alpha value leads to stronger regularization, which means the model will have smaller coefficient values, reducing the risk of overfitting.
from sklearn.linear_model import Ridge
ridge = Ridge(alpha=alpha, solver='sag', random_state=42)
ridge.fit(X_train, y_train)
Aminat Abolade",eb5771a0,How does the alpha parameter affect Ridge regression?,machine-learning-zoomcamp
494,"```python
from sklearn.linear_model import Ridge

# Initialize the Ridge regression model with desired parameters
ridge = Ridge(alpha=alpha, solver='sag', random_state=42)

# Train the model on the training data
ridge.fit(X_train, y_train)
```","Ridge regression is a linear regression technique used to mitigate the problem of multicollinearity (when independent variables are highly correlated) and prevent overfitting in predictive modeling. It adds a regularization term to the linear regression cost function, penalizing large coefficients.
sag Solver: The sag solver stands for ""Stochastic Average Gradient."" It's particularly suitable for large datasets, as it optimizes the regularization term using stochastic gradient descent (SGD). sag can be faster than some other solvers for large datasets.
Alpha: The alpha parameter  controls the strength of the regularization in Ridge regression. A higher alpha value leads to stronger regularization, which means the model will have smaller coefficient values, reducing the risk of overfitting.
from sklearn.linear_model import Ridge
ridge = Ridge(alpha=alpha, solver='sag', random_state=42)
ridge.fit(X_train, y_train)
Aminat Abolade",eb5771a0,How do you initialize and train a Ridge regression model using scikit-learn?,machine-learning-zoomcamp
495,"Using “sparse” format like on the picture above, both via pandas.get_dummies() and DictVectorizer(sparse=False) - is slower (around 6-8min for Q6 task - Linear/Ridge Regression) for high amount of classes (like models of cars for eg) and gives a bit “worse” results in both Logistic and Linear/Ridge Regression, while also producing convergence warnings for Linear/Ridge Regression. 
Larkin Andrii 
","DictVectorizer(sparse=True) produces CSR format, which is both more memory efficient and converges better during fit(). Basically it stores non-zero values and indices instead of adding a column for each class of each feature (models of cars produced 900+ columns alone in the current task).
Using “sparse” format like on the picture above, both via pandas.get_dummies() and DictVectorizer(sparse=False) - is slower (around 6-8min for Q6 task - Linear/Ridge Regression) for high amount of classes (like models of cars for eg) and gives a bit “worse” results in both Logistic and Linear/Ridge Regression, while also producing convergence warnings for Linear/Ridge Regression.
Larkin Andrii",bca10281,Do pandas.get_dummies() and DictVectorizer(sparse=False) produce the same type of one-hot encodings?,machine-learning-zoomcamp
496,"DictVectorizer(sparse=True) produces CSR format, which is more memory efficient and converges better during fit() than pandas.get_dummies().  It stores non-zero values and indices instead of adding a column for each class of each feature.  This is especially beneficial for high cardinality features, as it can significantly reduce memory usage and improve model performance. 
","DictVectorizer(sparse=True) produces CSR format, which is both more memory efficient and converges better during fit(). Basically it stores non-zero values and indices instead of adding a column for each class of each feature (models of cars produced 900+ columns alone in the current task).
Using “sparse” format like on the picture above, both via pandas.get_dummies() and DictVectorizer(sparse=False) - is slower (around 6-8min for Q6 task - Linear/Ridge Regression) for high amount of classes (like models of cars for eg) and gives a bit “worse” results in both Logistic and Linear/Ridge Regression, while also producing convergence warnings for Linear/Ridge Regression.
Larkin Andrii",bca10281,Why is using DictVectorizer(sparse=True) recommended over pandas.get_dummies() for high cardinality features?,machine-learning-zoomcamp
497,"DictVectorizer(sparse=True) produces CSR format. 
","DictVectorizer(sparse=True) produces CSR format, which is both more memory efficient and converges better during fit(). Basically it stores non-zero values and indices instead of adding a column for each class of each feature (models of cars produced 900+ columns alone in the current task).
Using “sparse” format like on the picture above, both via pandas.get_dummies() and DictVectorizer(sparse=False) - is slower (around 6-8min for Q6 task - Linear/Ridge Regression) for high amount of classes (like models of cars for eg) and gives a bit “worse” results in both Logistic and Linear/Ridge Regression, while also producing convergence warnings for Linear/Ridge Regression.
Larkin Andrii",bca10281,What format does DictVectorizer(sparse=True) produce?,machine-learning-zoomcamp
498,"Using “sparse” format like on the picture above, both via pandas.get_dummies() and DictVectorizer(sparse=False) - is slower (around 6-8min for Q6 task - Linear/Ridge Regression) for high amount of classes (like models of cars for eg) and gives a bit “worse” results in both Logistic and Linear/Ridge Regression, while also producing convergence warnings for Linear/Ridge Regression. 
","DictVectorizer(sparse=True) produces CSR format, which is both more memory efficient and converges better during fit(). Basically it stores non-zero values and indices instead of adding a column for each class of each feature (models of cars produced 900+ columns alone in the current task).
Using “sparse” format like on the picture above, both via pandas.get_dummies() and DictVectorizer(sparse=False) - is slower (around 6-8min for Q6 task - Linear/Ridge Regression) for high amount of classes (like models of cars for eg) and gives a bit “worse” results in both Logistic and Linear/Ridge Regression, while also producing convergence warnings for Linear/Ridge Regression.
Larkin Andrii",bca10281,What problems arise when using sparse format with pandas.get_dummies() for tasks like Linear/Ridge Regression?,machine-learning-zoomcamp
499,"Using “sparse” format like on the picture above, both via pandas.get_dummies() and DictVectorizer(sparse=False) - is slower (around 6-8min for Q6 task - Linear/Ridge Regression) for high amount of classes (like models of cars for eg) and gives a bit “worse” results in both Logistic and Linear/Ridge Regression, while also producing convergence warnings for Linear/Ridge Regression. 
","DictVectorizer(sparse=True) produces CSR format, which is both more memory efficient and converges better during fit(). Basically it stores non-zero values and indices instead of adding a column for each class of each feature (models of cars produced 900+ columns alone in the current task).
Using “sparse” format like on the picture above, both via pandas.get_dummies() and DictVectorizer(sparse=False) - is slower (around 6-8min for Q6 task - Linear/Ridge Regression) for high amount of classes (like models of cars for eg) and gives a bit “worse” results in both Logistic and Linear/Ridge Regression, while also producing convergence warnings for Linear/Ridge Regression.
Larkin Andrii",bca10281,How does the performance and accuracy of sparse format compare to dense format for Logistic Regression?,machine-learning-zoomcamp
500,"Ridge with sag solver requires features to be of the same scale. You may get the following warning: ConvergenceWarning: The max_iter was reached which means the coef_ did not converge. Play with different scalers. See notebook-scaling-ohe.ipynb. 
","Ridge with sag solver requires feature to be of the same scale. You may get the following warning: ConvergenceWarning: The max_iter was reached which means the coef_ did not converge
Play with different scalers. See notebook-scaling-ohe.ipynb
Dmytro Durach
(Oscar Garcia)  Use a StandardScaler for the numeric fields and OneHotEncoder (sparce = False) for the categorical features.  This help with the warning. Separate the features (num/cat) without using the encoder first and see if that helps.",34a8edb0,What causes convergence problems in W3Q6 when using Ridge with sag solver?,machine-learning-zoomcamp
501,"ConvergenceWarning: The max_iter was reached which means the coef_ did not converge 
","Ridge with sag solver requires feature to be of the same scale. You may get the following warning: ConvergenceWarning: The max_iter was reached which means the coef_ did not converge
Play with different scalers. See notebook-scaling-ohe.ipynb
Dmytro Durach
(Oscar Garcia)  Use a StandardScaler for the numeric fields and OneHotEncoder (sparce = False) for the categorical features.  This help with the warning. Separate the features (num/cat) without using the encoder first and see if that helps.",34a8edb0,What warning might appear if the features are not scaled properly in Ridge with sag solver?,machine-learning-zoomcamp
502,"notebook-scaling-ohe.ipynb 
","Ridge with sag solver requires feature to be of the same scale. You may get the following warning: ConvergenceWarning: The max_iter was reached which means the coef_ did not converge
Play with different scalers. See notebook-scaling-ohe.ipynb
Dmytro Durach
(Oscar Garcia)  Use a StandardScaler for the numeric fields and OneHotEncoder (sparce = False) for the categorical features.  This help with the warning. Separate the features (num/cat) without using the encoder first and see if that helps.",34a8edb0,What file should I consult to play with different scalers for W3Q6 convergence issues?,machine-learning-zoomcamp
503,"StandardScaler for numeric fields and OneHotEncoder (sparce = False) for categorical features. 
","Ridge with sag solver requires feature to be of the same scale. You may get the following warning: ConvergenceWarning: The max_iter was reached which means the coef_ did not converge
Play with different scalers. See notebook-scaling-ohe.ipynb
Dmytro Durach
(Oscar Garcia)  Use a StandardScaler for the numeric fields and OneHotEncoder (sparce = False) for the categorical features.  This help with the warning. Separate the features (num/cat) without using the encoder first and see if that helps.",34a8edb0,Which scalers should be used for numeric and categorical fields to avoid convergence issues?,machine-learning-zoomcamp
504,"NONE 
","Ridge with sag solver requires feature to be of the same scale. You may get the following warning: ConvergenceWarning: The max_iter was reached which means the coef_ did not converge
Play with different scalers. See notebook-scaling-ohe.ipynb
Dmytro Durach
(Oscar Garcia)  Use a StandardScaler for the numeric fields and OneHotEncoder (sparce = False) for the categorical features.  This help with the warning. Separate the features (num/cat) without using the encoder first and see if that helps.",34a8edb0,What initial step should be taken before using an encoder for separating numeric and categorical features?,machine-learning-zoomcamp
505,"Feature Normalization: Normalize your numerical features using techniques like MinMaxScaler or StandardScaler. This ensures that numerical features are on a similar scale, preventing convergence issues.
Categorical Feature Encoding: If your dataset includes categorical features, apply categorical encoding techniques such as OneHotEncoder (OHE) to convert them into a numerical format. OHE is commonly used to represent categorical variables as binary vectors, making them compatible with regression models like Ridge.
Combine Features: After normalizing numerical features and encoding categorical features using OneHotEncoder, combine them to form a single feature matrix (X_train). This combined dataset serves as the input for training the Ridge regression model. 
","When encountering convergence errors during the training of a Ridge regression model, consider the following steps:
Feature Normalization: Normalize your numerical features using techniques like MinMaxScaler or StandardScaler. This ensures that numerical features are on a 	similar scale, preventing convergence issues.
Categorical Feature Encoding: If your dataset includes categorical features, apply 	categorical encoding techniques such as OneHotEncoder (OHE) to 	convert them into a numerical format. OHE is commonly used to represent categorical variables as binary vectors, making them compatible with regression models like Ridge.
Combine Features: After 	normalizing numerical features and encoding categorical features using OneHotEncoder, combine them to form a single feature matrix (X_train). This combined dataset serves as the input for training the Ridge regression model.
By following these steps, you can address convergence errors and enhance the stability of your Ridge model training process. It's important to note that the choice of encoding method, such as OneHotEncoder, is appropriate for handling categorical features in this context.
You can find an example here.
 												Osman Ali",f625307b,What is the recommended method to prevent convergence issues in Ridge regression during Week 3?,machine-learning-zoomcamp
506,"Make sure that the features used in ridge regression model are only NUMERICAL ones not categorical.
Drop all categorical features first before proceeding.
(Aileah Gotladera)
While it is True that ridge regression accepts only numerical values, the categorical ones can be useful for your model. You have to transform them using one-hot encoding before training the model. To avoid the error of non convergence, put sparse=True when doing so.
(Erjon) 
","When encountering convergence errors during the training of a Ridge regression model, consider the following steps:
Feature Normalization: Normalize your numerical features using techniques like MinMaxScaler or StandardScaler. This ensures that numerical features are on a 	similar scale, preventing convergence issues.
Categorical Feature Encoding: If your dataset includes categorical features, apply 	categorical encoding techniques such as OneHotEncoder (OHE) to 	convert them into a numerical format. OHE is commonly used to represent categorical variables as binary vectors, making them compatible with regression models like Ridge.
Combine Features: After 	normalizing numerical features and encoding categorical features using OneHotEncoder, combine them to form a single feature matrix (X_train). This combined dataset serves as the input for training the Ridge regression model.
By following these steps, you can address convergence errors and enhance the stability of your Ridge model training process. It's important to note that the choice of encoding method, such as OneHotEncoder, is appropriate for handling categorical features in this context.
You can find an example here.
 												Osman Ali",f625307b,How should I handle numerical features when training a Ridge regression model?,machine-learning-zoomcamp
507,"OneHotEncoder (OHE) is suggested for encoding categorical features for Ridge regression. 
","When encountering convergence errors during the training of a Ridge regression model, consider the following steps:
Feature Normalization: Normalize your numerical features using techniques like MinMaxScaler or StandardScaler. This ensures that numerical features are on a 	similar scale, preventing convergence issues.
Categorical Feature Encoding: If your dataset includes categorical features, apply 	categorical encoding techniques such as OneHotEncoder (OHE) to 	convert them into a numerical format. OHE is commonly used to represent categorical variables as binary vectors, making them compatible with regression models like Ridge.
Combine Features: After 	normalizing numerical features and encoding categorical features using OneHotEncoder, combine them to form a single feature matrix (X_train). This combined dataset serves as the input for training the Ridge regression model.
By following these steps, you can address convergence errors and enhance the stability of your Ridge model training process. It's important to note that the choice of encoding method, such as OneHotEncoder, is appropriate for handling categorical features in this context.
You can find an example here.
 												Osman Ali",f625307b,What technique is suggested for encoding categorical features for Ridge regression?,machine-learning-zoomcamp
508,"Combine Features: After normalizing numerical features and encoding categorical features using OneHotEncoder, combine them to form a single feature matrix (X_train). This combined dataset serves as the input for training the Ridge regression model. 
","When encountering convergence errors during the training of a Ridge regression model, consider the following steps:
Feature Normalization: Normalize your numerical features using techniques like MinMaxScaler or StandardScaler. This ensures that numerical features are on a 	similar scale, preventing convergence issues.
Categorical Feature Encoding: If your dataset includes categorical features, apply 	categorical encoding techniques such as OneHotEncoder (OHE) to 	convert them into a numerical format. OHE is commonly used to represent categorical variables as binary vectors, making them compatible with regression models like Ridge.
Combine Features: After 	normalizing numerical features and encoding categorical features using OneHotEncoder, combine them to form a single feature matrix (X_train). This combined dataset serves as the input for training the Ridge regression model.
By following these steps, you can address convergence errors and enhance the stability of your Ridge model training process. It's important to note that the choice of encoding method, such as OneHotEncoder, is appropriate for handling categorical features in this context.
You can find an example here.
 												Osman Ali",f625307b,How can I combine numerical and categorical features before training the Ridge regression model?,machine-learning-zoomcamp
509,"OneHotEncoder is appropriate for handling categorical features in Ridge regression because it converts them into a numerical format, making them compatible with regression models like Ridge. This is mentioned in the ""Dealing with Convergence in Week 3 q6"" section. 
","When encountering convergence errors during the training of a Ridge regression model, consider the following steps:
Feature Normalization: Normalize your numerical features using techniques like MinMaxScaler or StandardScaler. This ensures that numerical features are on a 	similar scale, preventing convergence issues.
Categorical Feature Encoding: If your dataset includes categorical features, apply 	categorical encoding techniques such as OneHotEncoder (OHE) to 	convert them into a numerical format. OHE is commonly used to represent categorical variables as binary vectors, making them compatible with regression models like Ridge.
Combine Features: After 	normalizing numerical features and encoding categorical features using OneHotEncoder, combine them to form a single feature matrix (X_train). This combined dataset serves as the input for training the Ridge regression model.
By following these steps, you can address convergence errors and enhance the stability of your Ridge model training process. It's important to note that the choice of encoding method, such as OneHotEncoder, is appropriate for handling categorical features in this context.
You can find an example here.
 												Osman Ali",f625307b,Why is using OneHotEncoder appropriate for categorical features in Ridge regression?,machine-learning-zoomcamp
510,"A sparse matrix is more memory-efficient because it only stores the non-zero values and their positions in memory. This is particularly useful when working with large datasets with many zero or missing values. 
","A sparse matrix is more memory-efficient because it only stores the non-zero values and their positions in memory. This is particularly useful when working with large datasets with many zero or missing values.
The default DictVectorizer configuration is a sparse matrix. For week3 Q6 using the default sparse is an interesting option because of the size of the matrix. Training the model was also more performant and didn’t give an error message like dense mode.
 												Quinn Avila",7fa98526,What are the benefits of using a sparse matrix instead of a dense matrix?,machine-learning-zoomcamp
511,"A sparse matrix is more memory-efficient because it only stores the non-zero values and their positions in memory. This is particularly useful when working with large datasets with many zero or missing values. 
","A sparse matrix is more memory-efficient because it only stores the non-zero values and their positions in memory. This is particularly useful when working with large datasets with many zero or missing values.
The default DictVectorizer configuration is a sparse matrix. For week3 Q6 using the default sparse is an interesting option because of the size of the matrix. Training the model was also more performant and didn’t give an error message like dense mode.
 												Quinn Avila",7fa98526,Why is a sparse matrix memory-efficient?,machine-learning-zoomcamp
512,"NONE 
","A sparse matrix is more memory-efficient because it only stores the non-zero values and their positions in memory. This is particularly useful when working with large datasets with many zero or missing values.
The default DictVectorizer configuration is a sparse matrix. For week3 Q6 using the default sparse is an interesting option because of the size of the matrix. Training the model was also more performant and didn’t give an error message like dense mode.
 												Quinn Avila",7fa98526,What is the default configuration of DictVectorizer?,machine-learning-zoomcamp
513,"The sparse matrix was beneficial for week3 Q6 because it was more memory efficient and performant. It also didn't give an error message like dense mode. 
","A sparse matrix is more memory-efficient because it only stores the non-zero values and their positions in memory. This is particularly useful when working with large datasets with many zero or missing values.
The default DictVectorizer configuration is a sparse matrix. For week3 Q6 using the default sparse is an interesting option because of the size of the matrix. Training the model was also more performant and didn’t give an error message like dense mode.
 												Quinn Avila",7fa98526,Why was using a sparse matrix beneficial for week3 Q6?,machine-learning-zoomcamp
514,"The issue avoided by using a sparse matrix for training in week3 Q6 was a memory error. The sparse matrix is more memory-efficient because it only stores the non-zero values and their positions in memory. This is particularly useful when working with large datasets with many zero or missing values. 
","A sparse matrix is more memory-efficient because it only stores the non-zero values and their positions in memory. This is particularly useful when working with large datasets with many zero or missing values.
The default DictVectorizer configuration is a sparse matrix. For week3 Q6 using the default sparse is an interesting option because of the size of the matrix. Training the model was also more performant and didn’t give an error message like dense mode.
 												Quinn Avila",7fa98526,What issue was avoided by using a sparse matrix for training in week3 Q6?,machine-learning-zoomcamp
515,"Import warnings
warnings.filterwarnings(“ignore”)
Krishna Anand 
","The warnings on the jupyter notebooks can be disabled/ avoided with the following comments:
Import warnings
warnings.filterwarnings(“ignore”)
Krishna Anand",0807f0f3,How can I disable warnings in Jupyter Notebooks?,machine-learning-zoomcamp
516,"Import warnings
warnings.filterwarnings(“ignore”)
Krishna Anand 
","The warnings on the jupyter notebooks can be disabled/ avoided with the following comments:
Import warnings
warnings.filterwarnings(“ignore”)
Krishna Anand",0807f0f3,What is the process to avoid warnings in Jupyter?,machine-learning-zoomcamp
517,"Krishna Anand 
","The warnings on the jupyter notebooks can be disabled/ avoided with the following comments:
Import warnings
warnings.filterwarnings(“ignore”)
Krishna Anand",0807f0f3,Who provided the solution to disable warnings in Jupyter?,machine-learning-zoomcamp
518,"section: How  to Disable/avoid Warnings in Jupyter Notebooks
question: How  to Disable/avoid Warnings in Jupyter Notebooks
answer: The warnings on the jupyter notebooks can be disabled/ avoided with the following comments:
Import warnings
warnings.filterwarnings(“ignore”)
Krishna Anand 
","The warnings on the jupyter notebooks can be disabled/ avoided with the following comments:
Import warnings
warnings.filterwarnings(“ignore”)
Krishna Anand",0807f0f3,Which section discusses disabling warnings in Jupyter Notebooks?,machine-learning-zoomcamp
519,"NONE 
","The warnings on the jupyter notebooks can be disabled/ avoided with the following comments:
Import warnings
warnings.filterwarnings(“ignore”)
Krishna Anand",0807f0f3,What library is used to filter warnings in Jupyter Notebooks?,machine-learning-zoomcamp
520,"You need to find RMSE for each alpha. If RMSE scores are equal, you will select the lowest alpha. 
","Question: Regarding RMSE, how do we decide on the correct score to choose? In the study group discussion    about week two homework, all of us got it wrong and one person had the lowest score selected as well.
Answer: You need to find RMSE for each alpha. If RMSE scores  are equal, you will select the lowest alpha.
Asia Saeed",6d0fb418,How do we choose the alpha parameter in Q6?,machine-learning-zoomcamp
521,"If RMSE scores are equal, you will select the lowest alpha. 
","Question: Regarding RMSE, how do we decide on the correct score to choose? In the study group discussion    about week two homework, all of us got it wrong and one person had the lowest score selected as well.
Answer: You need to find RMSE for each alpha. If RMSE scores  are equal, you will select the lowest alpha.
Asia Saeed",6d0fb418,What should we do if RMSE scores for different alphas are the same?,machine-learning-zoomcamp
522,"You need to find RMSE for each alpha. If RMSE scores are equal, you will select the lowest alpha. 
","Question: Regarding RMSE, how do we decide on the correct score to choose? In the study group discussion    about week two homework, all of us got it wrong and one person had the lowest score selected as well.
Answer: You need to find RMSE for each alpha. If RMSE scores  are equal, you will select the lowest alpha.
Asia Saeed",6d0fb418,How do we determine the correct RMSE score?,machine-learning-zoomcamp
523,"If RMSE scores are equal, you will select the lowest alpha. 
","Question: Regarding RMSE, how do we decide on the correct score to choose? In the study group discussion    about week two homework, all of us got it wrong and one person had the lowest score selected as well.
Answer: You need to find RMSE for each alpha. If RMSE scores  are equal, you will select the lowest alpha.
Asia Saeed",6d0fb418,What is the criteria for selecting the lowest alpha?,machine-learning-zoomcamp
524,"The study group misunderstood that they needed to apply log transformation to the target variable for each question in the Week-2 homework. 
","Question: Regarding RMSE, how do we decide on the correct score to choose? In the study group discussion    about week two homework, all of us got it wrong and one person had the lowest score selected as well.
Answer: You need to find RMSE for each alpha. If RMSE scores  are equal, you will select the lowest alpha.
Asia Saeed",6d0fb418,What was misunderstood by the study group in week two's homework?,machine-learning-zoomcamp
525,"ocean_proximity 
","Question: Could you please help me with HW3 Q3: ""Calculate the mutual information score with the (binarized) price for the categorical variable that we have. Use the training set only."" What is the second variable that we need to use to calculate the mutual information score?
Answer: You need to calculate the mutual info score between the binarized price (above_average) variable & ocean_proximity, the only original categorical variable in the dataset.
Asia Saeed",fbda1f40,What is the second variable used to calculate the mutual information score in HW3 Q3?,machine-learning-zoomcamp
526,"The second variable needed to calculate the mutual information score is **ocean_proximity**. 
","Question: Could you please help me with HW3 Q3: ""Calculate the mutual information score with the (binarized) price for the categorical variable that we have. Use the training set only."" What is the second variable that we need to use to calculate the mutual information score?
Answer: You need to calculate the mutual info score between the binarized price (above_average) variable & ocean_proximity, the only original categorical variable in the dataset.
Asia Saeed",fbda1f40,Can you specify the variables for calculating the mutual info score in HW3 Q3?,machine-learning-zoomcamp
527,"ocean_proximity 
","Question: Could you please help me with HW3 Q3: ""Calculate the mutual information score with the (binarized) price for the categorical variable that we have. Use the training set only."" What is the second variable that we need to use to calculate the mutual information score?
Answer: You need to calculate the mutual info score between the binarized price (above_average) variable & ocean_proximity, the only original categorical variable in the dataset.
Asia Saeed",fbda1f40,Which categorical variable should be used with binarized price for HW3 Q3?,machine-learning-zoomcamp
528,"ocean_proximity 
","Question: Could you please help me with HW3 Q3: ""Calculate the mutual information score with the (binarized) price for the categorical variable that we have. Use the training set only."" What is the second variable that we need to use to calculate the mutual information score?
Answer: You need to calculate the mutual info score between the binarized price (above_average) variable & ocean_proximity, the only original categorical variable in the dataset.
Asia Saeed",fbda1f40,"In HW3 Q3, what should we use alongside the binarized price for mutual information?",machine-learning-zoomcamp
529,"ocean_proximity 
","Question: Could you please help me with HW3 Q3: ""Calculate the mutual information score with the (binarized) price for the categorical variable that we have. Use the training set only."" What is the second variable that we need to use to calculate the mutual information score?
Answer: You need to calculate the mutual info score between the binarized price (above_average) variable & ocean_proximity, the only original categorical variable in the dataset.
Asia Saeed",fbda1f40,"For the mutual info calculation in HW3 Q3, what is the second variable needed?",machine-learning-zoomcamp
530,"You need to create a list of all features in this question and evaluate the model one time to obtain the accuracy, this will be the original accuracy, and then remove one feature each time, and in each time, train the model, find the accuracy and the difference between the original accuracy and the found accuracy. Finally, find out which feature has the smallest absolute accuracy difference. 
","Do we need to train the model only with the features: total_rooms, total_bedrooms, population and households? or with all the available features and then pop once at a time each of the previous features and train the model to make the accuracy comparison?
You need to create a list of all features in this question and evaluate the model one time to obtain the accuracy, this will be the original accuracy, and then remove one feature each time, and in each time, train the model, find the accuracy and the difference between the original accuracy and the found accuracy. Finally, find out which feature has the smallest absolute accuracy difference.
While calculating differences between accuracy scores while training on the whole model, versus dropping one feature at a time and comparing its accuracy to the model to judge impact of the feature on the accuracy of the model, do we take the smallest difference or smallest absolute difference?
Since order of subtraction between the two accuracy scores can result in a negative number, we will take its absolute value as we are interested in the smallest value difference, not the lowest difference value. Case in point, if difference is -4 and -2, the smallest difference is abs(-2), and not abs(-4)",0f88b7ac,"Do we need to train the model with only total_rooms, total_bedrooms, population, and households or with all available features initially?",machine-learning-zoomcamp
531,"You need to create a list of all features in this question and evaluate the model one time to obtain the accuracy, this will be the original accuracy, and then remove one feature each time, and in each time, train the model, find the accuracy and the difference between the original accuracy and the found accuracy. Finally, find out which feature has the smallest absolute accuracy difference. 
","Do we need to train the model only with the features: total_rooms, total_bedrooms, population and households? or with all the available features and then pop once at a time each of the previous features and train the model to make the accuracy comparison?
You need to create a list of all features in this question and evaluate the model one time to obtain the accuracy, this will be the original accuracy, and then remove one feature each time, and in each time, train the model, find the accuracy and the difference between the original accuracy and the found accuracy. Finally, find out which feature has the smallest absolute accuracy difference.
While calculating differences between accuracy scores while training on the whole model, versus dropping one feature at a time and comparing its accuracy to the model to judge impact of the feature on the accuracy of the model, do we take the smallest difference or smallest absolute difference?
Since order of subtraction between the two accuracy scores can result in a negative number, we will take its absolute value as we are interested in the smallest value difference, not the lowest difference value. Case in point, if difference is -4 and -2, the smallest difference is abs(-2), and not abs(-4)",0f88b7ac,How should we remove the features to make an accuracy comparison?,machine-learning-zoomcamp
532,"You need to create a list of all features in this question and evaluate the model one time to obtain the accuracy, this will be the original accuracy, and then remove one feature each time, and in each time, train the model, find the accuracy and the difference between the original accuracy and the found accuracy. Finally, find out which feature has the smallest absolute accuracy difference. 
","Do we need to train the model only with the features: total_rooms, total_bedrooms, population and households? or with all the available features and then pop once at a time each of the previous features and train the model to make the accuracy comparison?
You need to create a list of all features in this question and evaluate the model one time to obtain the accuracy, this will be the original accuracy, and then remove one feature each time, and in each time, train the model, find the accuracy and the difference between the original accuracy and the found accuracy. Finally, find out which feature has the smallest absolute accuracy difference.
While calculating differences between accuracy scores while training on the whole model, versus dropping one feature at a time and comparing its accuracy to the model to judge impact of the feature on the accuracy of the model, do we take the smallest difference or smallest absolute difference?
Since order of subtraction between the two accuracy scores can result in a negative number, we will take its absolute value as we are interested in the smallest value difference, not the lowest difference value. Case in point, if difference is -4 and -2, the smallest difference is abs(-2), and not abs(-4)",0f88b7ac,What is the process to find the original accuracy?,machine-learning-zoomcamp
533,"You need to create a list of all features in this question and evaluate the model one time to obtain the accuracy, this will be the original accuracy, and then remove one feature each time, and in each time, train the model, find the accuracy and the difference between the original accuracy and the found accuracy. Finally, find out which feature has the smallest absolute accuracy difference. 
","Do we need to train the model only with the features: total_rooms, total_bedrooms, population and households? or with all the available features and then pop once at a time each of the previous features and train the model to make the accuracy comparison?
You need to create a list of all features in this question and evaluate the model one time to obtain the accuracy, this will be the original accuracy, and then remove one feature each time, and in each time, train the model, find the accuracy and the difference between the original accuracy and the found accuracy. Finally, find out which feature has the smallest absolute accuracy difference.
While calculating differences between accuracy scores while training on the whole model, versus dropping one feature at a time and comparing its accuracy to the model to judge impact of the feature on the accuracy of the model, do we take the smallest difference or smallest absolute difference?
Since order of subtraction between the two accuracy scores can result in a negative number, we will take its absolute value as we are interested in the smallest value difference, not the lowest difference value. Case in point, if difference is -4 and -2, the smallest difference is abs(-2), and not abs(-4)",0f88b7ac,How do you determine which feature has the smallest absolute accuracy difference?,machine-learning-zoomcamp
534,"We should consider the smallest absolute accuracy difference, not the lowest difference value.  
","Do we need to train the model only with the features: total_rooms, total_bedrooms, population and households? or with all the available features and then pop once at a time each of the previous features and train the model to make the accuracy comparison?
You need to create a list of all features in this question and evaluate the model one time to obtain the accuracy, this will be the original accuracy, and then remove one feature each time, and in each time, train the model, find the accuracy and the difference between the original accuracy and the found accuracy. Finally, find out which feature has the smallest absolute accuracy difference.
While calculating differences between accuracy scores while training on the whole model, versus dropping one feature at a time and comparing its accuracy to the model to judge impact of the feature on the accuracy of the model, do we take the smallest difference or smallest absolute difference?
Since order of subtraction between the two accuracy scores can result in a negative number, we will take its absolute value as we are interested in the smallest value difference, not the lowest difference value. Case in point, if difference is -4 and -2, the smallest difference is abs(-2), and not abs(-4)",0f88b7ac,Do we consider the smallest absolute accuracy difference or the lowest difference value?,machine-learning-zoomcamp
535,"Both OneHotEncoder and DictVectorizer convert categorical features to numerical variables for training a model. The difference is in their input: OneHotEncoder uses an array, while DictVectorizer uses a dictionary.  OneHotEncoder sorts features alphabetically, while DictVectorizer stacks features in the order you specify. 
","Both work in similar ways. That is, to convert categorical features to numerical variables for use in training the model. But the difference lies in the input. OneHotEncoder uses an array as input while DictVectorizer uses a dictionary.
Both will produce the same result. But when we use OneHotEncoder, features are sorted alphabetically. When you use DictVectorizer you stack features that you want.
Tanya Mard",9ffcc895,"In Machine Learning for Classification, what distinguishes OneHotEncoder from DictVectorizer?",machine-learning-zoomcamp
536,"OneHotEncoder uses an array as input while DictVectorizer uses a dictionary. 
","Both work in similar ways. That is, to convert categorical features to numerical variables for use in training the model. But the difference lies in the input. OneHotEncoder uses an array as input while DictVectorizer uses a dictionary.
Both will produce the same result. But when we use OneHotEncoder, features are sorted alphabetically. When you use DictVectorizer you stack features that you want.
Tanya Mard",9ffcc895,How does OneHotEncoder differ from DictVectorizer in terms of input?,machine-learning-zoomcamp
