,answer_llm,answer_orig,document,question,course
129,"This FAQ database does not contain an answer to your question. However, it does provide information on how to copy files from your local machine to a Docker container. 
","You can use
!wget https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
To download the data too. The exclamation mark !, lets you execute shell commands inside your notebooks. This works generally for shell commands such as ls, cp, mkdir, mv etc . . .
For instance, if you then want to move your data into a data directory alongside your notebook-containing directory, you could execute the following:
!mkdir -p ../data/
!mv housing.csv ../data/",d44de7d1,How do I move a file into a different directory within a Jupyter notebook?,machine-learning-zoomcamp
130,"To set up a WSL development environment on your Windows 11 device, refer to the instructions provided in the Microsoft Learn documentation: Set up a WSL development environment | Microsoft Learn. 

To connect your WSL environment to VS Code, download the ""WSL"" extension from the VS Code marketplace. This extension allows you to interact with your WSL Ubuntu instance like a virtual machine. 
",(Tyler Simpson),314ebe32,How can I set up a WSL development environment on a Windows 11 device?,machine-learning-zoomcamp
131,"To connect your WSL Ubuntu instance to VS Code, download the Microsoft-verified VS Code extension named ""WSL"". This enables a remote connection to your WSL Ubuntu instance like a virtual machine. 
",(Tyler Simpson),314ebe32,How do I connect my WSL Ubuntu instance to VS Code on Windows 11?,machine-learning-zoomcamp
132,"Download the Microsoft verified VS Code extension ‘WSL’. 
",(Tyler Simpson),314ebe32,Which extension should I download to connect VS Code to WSL?,machine-learning-zoomcamp
133,"Yes, you can remotely connect to your WSL Ubuntu instance using the 'WSL' extension for VS Code. 
",(Tyler Simpson),314ebe32,Can I use VS Code to remotely connect to my WSL Ubuntu instance?,machine-learning-zoomcamp
134,"The Microsoft Learn guide for setting up a WSL development environment is available at this URL: Set up a WSL development environment | Microsoft Learn. 
",(Tyler Simpson),314ebe32,Is there a guide on Microsoft Learn for setting up WSL on Windows 11?,machine-learning-zoomcamp
135,"Run the following commands to fix the 'src refspec master does not match any' error:
 ```
 git commit -m ""initial commit""
 git push origin main
 ```
 If this is your first time using Github, you can find a tutorial at this link: https://dennisivy.com/github-quickstart 
 You can also use the “upload file” functionality from GitHub. If you write your code on Google Colab you can also directly share it on your Github. 
","This is my first time using Github to upload a code. I was getting the below error message when I type
git push -u origin master:
error: src refspec master does not match any
error: failed to push some refs to 'https://github.com/XXXXXX/1st-Homework.git'
Solution:
The error message got fixed by running below commands:
git commit -m ""initial commit""
git push origin main
If this is your first time to use Github, you will find a great & straightforward tutorial in this link https://dennisivy.com/github-quickstart
(Asia Saeed)
You can also use the “upload file” functionality from GitHub for that
If you write your code on Google colab you can also directly share it on your Github.
(By Pranab Sarma)",98cff602,How can I fix the error message 'src refspec master does not match any' when using git push?,machine-learning-zoomcamp
136,"A straightforward tutorial on using GitHub for first-timers can be found at this link: https://dennisivy.com/github-quickstart. 
","This is my first time using Github to upload a code. I was getting the below error message when I type
git push -u origin master:
error: src refspec master does not match any
error: failed to push some refs to 'https://github.com/XXXXXX/1st-Homework.git'
Solution:
The error message got fixed by running below commands:
git commit -m ""initial commit""
git push origin main
If this is your first time to use Github, you will find a great & straightforward tutorial in this link https://dennisivy.com/github-quickstart
(Asia Saeed)
You can also use the “upload file” functionality from GitHub for that
If you write your code on Google colab you can also directly share it on your Github.
(By Pranab Sarma)",98cff602,Where can I find a tutorial on using GitHub if it's my first time?,machine-learning-zoomcamp
137,"To push an initial commit to GitHub, use the following commands:

`git commit -m ""initial commit""`
`git push origin main` 
","This is my first time using Github to upload a code. I was getting the below error message when I type
git push -u origin master:
error: src refspec master does not match any
error: failed to push some refs to 'https://github.com/XXXXXX/1st-Homework.git'
Solution:
The error message got fixed by running below commands:
git commit -m ""initial commit""
git push origin main
If this is your first time to use Github, you will find a great & straightforward tutorial in this link https://dennisivy.com/github-quickstart
(Asia Saeed)
You can also use the “upload file” functionality from GitHub for that
If you write your code on Google colab you can also directly share it on your Github.
(By Pranab Sarma)",98cff602,What are the steps to push an initial commit to GitHub?,machine-learning-zoomcamp
138,"Yes, you can use the ""upload file"" functionality on GitHub to submit your homework. 
","This is my first time using Github to upload a code. I was getting the below error message when I type
git push -u origin master:
error: src refspec master does not match any
error: failed to push some refs to 'https://github.com/XXXXXX/1st-Homework.git'
Solution:
The error message got fixed by running below commands:
git commit -m ""initial commit""
git push origin main
If this is your first time to use Github, you will find a great & straightforward tutorial in this link https://dennisivy.com/github-quickstart
(Asia Saeed)
You can also use the “upload file” functionality from GitHub for that
If you write your code on Google colab you can also directly share it on your Github.
(By Pranab Sarma)",98cff602,Can I use the 'upload file' functionality on GitHub to submit my homework?,machine-learning-zoomcamp
139,"If you write your code on Google Colab you can also directly share it on your Github. 
","This is my first time using Github to upload a code. I was getting the below error message when I type
git push -u origin master:
error: src refspec master does not match any
error: failed to push some refs to 'https://github.com/XXXXXX/1st-Homework.git'
Solution:
The error message got fixed by running below commands:
git commit -m ""initial commit""
git push origin main
If this is your first time to use Github, you will find a great & straightforward tutorial in this link https://dennisivy.com/github-quickstart
(Asia Saeed)
You can also use the “upload file” functionality from GitHub for that
If you write your code on Google colab you can also directly share it on your Github.
(By Pranab Sarma)",98cff602,Is it possible to directly share code from Google Colab to GitHub?,machine-learning-zoomcamp
140,"The singular matrix error arises in the homework because matrix multiplication is not commutative. Failing to maintain the correct order when multiplying matrices, specifically with the .dot method, will result in an incorrect matrix, potentially leading to a non-invertible matrix. 
","I'm trying to invert the matrix but I got error that the matrix is singular matrix
The singular matrix error is caused by the fact that not every matrix can be inverted. In particular, in the homework it happens because you have to pay close attention when dealing with multiplication (the method .dot) since multiplication is not commutative! X.dot(Y) is not necessarily equal to Y.dot(X), so respect the order otherwise you get the wrong matrix.",54ec0de4,Why does a singular matrix error occur during matrix inversion in the homework?,machine-learning-zoomcamp
141,"To avoid getting a singular matrix error while using the .dot method, remember that order matters in matrix multiplication. `X.dot(Y)` is not always equal to `Y.dot(X)`, so make sure you're multiplying the matrices in the correct order as specified by the homework instructions. 
","I'm trying to invert the matrix but I got error that the matrix is singular matrix
The singular matrix error is caused by the fact that not every matrix can be inverted. In particular, in the homework it happens because you have to pay close attention when dealing with multiplication (the method .dot) since multiplication is not commutative! X.dot(Y) is not necessarily equal to Y.dot(X), so respect the order otherwise you get the wrong matrix.",54ec0de4,How can I avoid getting a singular matrix error while using .dot method in the homework?,machine-learning-zoomcamp
142,"The primary cause of a singular matrix error in matrix multiplication tasks is failing to respect the order of multiplication. Matrix multiplication is not commutative, meaning X multiplied by Y is not necessarily equal to Y multiplied by X. 
","I'm trying to invert the matrix but I got error that the matrix is singular matrix
The singular matrix error is caused by the fact that not every matrix can be inverted. In particular, in the homework it happens because you have to pay close attention when dealing with multiplication (the method .dot) since multiplication is not commutative! X.dot(Y) is not necessarily equal to Y.dot(X), so respect the order otherwise you get the wrong matrix.",54ec0de4,What is the primary cause of a singular matrix error in matrix multiplication tasks?,machine-learning-zoomcamp
143,"When performing matrix multiplication using np.dot, the order of the matrices matters. X.dot(Y) is not guaranteed to be equal to Y.dot(X) because the number of columns in the first matrix must match the number of rows in the second matrix for matrix multiplication. 
","I'm trying to invert the matrix but I got error that the matrix is singular matrix
The singular matrix error is caused by the fact that not every matrix can be inverted. In particular, in the homework it happens because you have to pay close attention when dealing with multiplication (the method .dot) since multiplication is not commutative! X.dot(Y) is not necessarily equal to Y.dot(X), so respect the order otherwise you get the wrong matrix.",54ec0de4,"In the homework, why is X.dot(Y) not necessarily equal to Y.dot(X)?",machine-learning-zoomcamp
144,"To avoid singular matrix errors in the machine learning course, you should make sure that the order of matrices during multiplication (using the .dot method) is correct, as matrix multiplication is not commutative. 
","I'm trying to invert the matrix but I got error that the matrix is singular matrix
The singular matrix error is caused by the fact that not every matrix can be inverted. In particular, in the homework it happens because you have to pay close attention when dealing with multiplication (the method .dot) since multiplication is not commutative! X.dot(Y) is not necessarily equal to Y.dot(X), so respect the order otherwise you get the wrong matrix.",54ec0de4,What should I pay close attention to in order to prevent singular matrix errors in the machine learning course?,machine-learning-zoomcamp
145,"This FAQ database does not contain the answer to the question. It primarily addresses conda environment setup and troubleshooting issues within the ml-zoomcamp. 
","I have a problem with my terminal. Command
conda create -n ml-zoomcamp python=3.9
doesn’t work. Any of 3.8/ 3.9 / 3.10 should be all fine
If you’re on Windows and just installed Anaconda, you can use Anaconda’s own terminal called “Anaconda Prompt”.
If you don’t have Anaconda or Miniconda, you should install it first
(Tatyana Mardvilko)",f81f4ecb,What should I do if conda is not recognized as an internal command?,machine-learning-zoomcamp
146,"This FAQ database does not contain the answer to whether the command 'conda create -n ml-zoomcamp python=3.9' will work with Python 3.8. However, it does state that Python 3.8, 3.9, or 3.10 should work for the command 'conda create -n ml-zoomcamp python=3.9'. 
","I have a problem with my terminal. Command
conda create -n ml-zoomcamp python=3.9
doesn’t work. Any of 3.8/ 3.9 / 3.10 should be all fine
If you’re on Windows and just installed Anaconda, you can use Anaconda’s own terminal called “Anaconda Prompt”.
If you don’t have Anaconda or Miniconda, you should install it first
(Tatyana Mardvilko)",f81f4ecb,Will the command 'conda create -n ml-zoomcamp python=3.9' work with Python 3.8?,machine-learning-zoomcamp
147,"Yes, if you are on a Windows machine and have Anaconda installed, you can use the Anaconda Prompt to work with conda. 
","I have a problem with my terminal. Command
conda create -n ml-zoomcamp python=3.9
doesn’t work. Any of 3.8/ 3.9 / 3.10 should be all fine
If you’re on Windows and just installed Anaconda, you can use Anaconda’s own terminal called “Anaconda Prompt”.
If you don’t have Anaconda or Miniconda, you should install it first
(Tatyana Mardvilko)",f81f4ecb,Is it necessary to use Anaconda's own terminal on Windows?,machine-learning-zoomcamp
148,"Yes, you must install Anaconda or Miniconda if you don't have them to use the 'conda' command in the terminal. 
","I have a problem with my terminal. Command
conda create -n ml-zoomcamp python=3.9
doesn’t work. Any of 3.8/ 3.9 / 3.10 should be all fine
If you’re on Windows and just installed Anaconda, you can use Anaconda’s own terminal called “Anaconda Prompt”.
If you don’t have Anaconda or Miniconda, you should install it first
(Tatyana Mardvilko)",f81f4ecb,Do I need to install Anaconda or Miniconda if I don't already have them?,machine-learning-zoomcamp
149,"The recommended Python version for the 2023 cohort is Python 3.10. 
","I have a problem with my terminal. Command
conda create -n ml-zoomcamp python=3.9
doesn’t work. Any of 3.8/ 3.9 / 3.10 should be all fine
If you’re on Windows and just installed Anaconda, you can use Anaconda’s own terminal called “Anaconda Prompt”.
If you don’t have Anaconda or Miniconda, you should install it first
(Tatyana Mardvilko)",f81f4ecb,Does the specified Python version for the course need to be exactly 3.9?,machine-learning-zoomcamp
150,"Add an 'r' before the file path string. For example: 
```python
df = pd.read_csv(r'C:\Users\username\Downloads\data.csv')
```

This tells Python to treat the string literally, which prevents it from interpreting the backslashes as escape sequences. 
","How do I read the dataset with Pandas in Windows?
I used the code below but not working
df = pd.read_csv('C:\Users\username\Downloads\data.csv')
Unlike Linux/Mac OS, Windows uses the backslash (\) to navigate the files that cause the conflict with Python. The problem with using the backslash is that in Python, the '\' has a purpose known as an escape sequence. Escape sequences allow us to include special characters in strings, for example, ""\n"" to add a new line or ""\t"" to add spaces, etc. To avoid the issue we just need to add ""r"" before the file path and Python will treat it as a literal string (not an escape sequence).
Here’s how we should be loading the file instead:
df = pd.read_csv(r'C:\Users\username\Downloads\data.csv')
(Muhammad Awon)",be760b92,How do I read a dataset with Pandas in Windows when my code doesn't work?,machine-learning-zoomcamp
151,"In Windows, using backslashes in file paths can cause conflicts because Python interprets a backslash as an escape sequence. To resolve this, add an 'r' before the file path string, like this: 
`df = pd.read_csv(r'C:\Users\username\Downloads\data.csv')`. 
This tells Python to treat the string literally. 
","How do I read the dataset with Pandas in Windows?
I used the code below but not working
df = pd.read_csv('C:\Users\username\Downloads\data.csv')
Unlike Linux/Mac OS, Windows uses the backslash (\) to navigate the files that cause the conflict with Python. The problem with using the backslash is that in Python, the '\' has a purpose known as an escape sequence. Escape sequences allow us to include special characters in strings, for example, ""\n"" to add a new line or ""\t"" to add spaces, etc. To avoid the issue we just need to add ""r"" before the file path and Python will treat it as a literal string (not an escape sequence).
Here’s how we should be loading the file instead:
df = pd.read_csv(r'C:\Users\username\Downloads\data.csv')
(Muhammad Awon)",be760b92,Why does my code df = pd.read_csv('C:\Users\username\Downloads\data.csv') not work in Windows?,machine-learning-zoomcamp
152,"In Windows, using backslashes in file paths can cause conflicts because Python interprets a backslash ('\') as an escape sequence. 
","How do I read the dataset with Pandas in Windows?
I used the code below but not working
df = pd.read_csv('C:\Users\username\Downloads\data.csv')
Unlike Linux/Mac OS, Windows uses the backslash (\) to navigate the files that cause the conflict with Python. The problem with using the backslash is that in Python, the '\' has a purpose known as an escape sequence. Escape sequences allow us to include special characters in strings, for example, ""\n"" to add a new line or ""\t"" to add spaces, etc. To avoid the issue we just need to add ""r"" before the file path and Python will treat it as a literal string (not an escape sequence).
Here’s how we should be loading the file instead:
df = pd.read_csv(r'C:\Users\username\Downloads\data.csv')
(Muhammad Awon)",be760b92,What is the reason behind backslash causing an issue when reading files in Windows using Pandas?,machine-learning-zoomcamp
153,"Adding 'r' before a file path in Windows transforms the path into a raw string. This prevents Python from interpreting the backslashes as escape sequences. 
","How do I read the dataset with Pandas in Windows?
I used the code below but not working
df = pd.read_csv('C:\Users\username\Downloads\data.csv')
Unlike Linux/Mac OS, Windows uses the backslash (\) to navigate the files that cause the conflict with Python. The problem with using the backslash is that in Python, the '\' has a purpose known as an escape sequence. Escape sequences allow us to include special characters in strings, for example, ""\n"" to add a new line or ""\t"" to add spaces, etc. To avoid the issue we just need to add ""r"" before the file path and Python will treat it as a literal string (not an escape sequence).
Here’s how we should be loading the file instead:
df = pd.read_csv(r'C:\Users\username\Downloads\data.csv')
(Muhammad Awon)",be760b92,What does adding 'r' before the file path do when reading a file in Windows with Pandas?,machine-learning-zoomcamp
154,"```python
df = pd.read_csv(r'C:\Users\username\Downloads\data.csv')
```

This code will read the `data.csv` file located in the Downloads folder for a user named ""username"". The `r` before the file path is important because it tells Python to treat the string literally, without interpreting the backslashes as escape sequences. 
","How do I read the dataset with Pandas in Windows?
I used the code below but not working
df = pd.read_csv('C:\Users\username\Downloads\data.csv')
Unlike Linux/Mac OS, Windows uses the backslash (\) to navigate the files that cause the conflict with Python. The problem with using the backslash is that in Python, the '\' has a purpose known as an escape sequence. Escape sequences allow us to include special characters in strings, for example, ""\n"" to add a new line or ""\t"" to add spaces, etc. To avoid the issue we just need to add ""r"" before the file path and Python will treat it as a literal string (not an escape sequence).
Here’s how we should be loading the file instead:
df = pd.read_csv(r'C:\Users\username\Downloads\data.csv')
(Muhammad Awon)",be760b92,Can you show an example of reading a file with Pandas in Windows?,machine-learning-zoomcamp
155,"To resolve the '403 Forbidden' error, execute the command `git config -l | grep url`. This will display your current remote URL. Modify the output from `remote.origin.url=https://github.com/github-username/github-repository-name.git` to `git remote set-url origin ""https://github-username@github.com/github-username/github-repository-name.git""`. Finally, rerun the first command to ensure the change is reflected. 
","Type the following command:
git config -l | grep url
The output should look like this:
remote.origin.url=https://github.com/github-username/github-repository-name.git
Change this to the following format and make sure the change is reflected using command in step 1:
git remote set-url origin ""https://github-username@github.com/github-username/github-repository-name.git""
(Added by Dheeraj Karra)",a2cfa1c9,What command should I run to fix a '403 Forbidden' error when pushing to GitHub?,machine-learning-zoomcamp
156,"To check the current URL configuration for your Git repository, type the following command: 

```
git config -l | grep url
```

The output should look like this:

```
remote.origin.url=https://github.com/github-username/github-repository-name.git 
```","Type the following command:
git config -l | grep url
The output should look like this:
remote.origin.url=https://github.com/github-username/github-repository-name.git
Change this to the following format and make sure the change is reflected using command in step 1:
git remote set-url origin ""https://github-username@github.com/github-username/github-repository-name.git""
(Added by Dheeraj Karra)",a2cfa1c9,How can I check the current URL configuration for my Git repository?,machine-learning-zoomcamp
157,"Before making changes, the output of the command should look like this: 
`remote.origin.url=https://github.com/github-username/github-repository-name.git` 
","Type the following command:
git config -l | grep url
The output should look like this:
remote.origin.url=https://github.com/github-username/github-repository-name.git
Change this to the following format and make sure the change is reflected using command in step 1:
git remote set-url origin ""https://github-username@github.com/github-username/github-repository-name.git""
(Added by Dheeraj Karra)",a2cfa1c9,What should the remote.origin.url look like before making changes to fix a GitHub push error?,machine-learning-zoomcamp
158,"To resolve the '403 Forbidden' error, you need to modify the remote URL by adding your GitHub username to the URL. 

1. Check your current remote URL by running: `git config -l | grep url`
2. This will output something similar to: `remote.origin.url=https://github.com/github-username/github-repository-name.git`
3. Change the URL format to include your username: `git remote set-url origin ""https://github-username@github.com/github-username/github-repository-name.git""`
4. Verify the change by using the command from step 1. 
","Type the following command:
git config -l | grep url
The output should look like this:
remote.origin.url=https://github.com/github-username/github-repository-name.git
Change this to the following format and make sure the change is reflected using command in step 1:
git remote set-url origin ""https://github-username@github.com/github-username/github-repository-name.git""
(Added by Dheeraj Karra)",a2cfa1c9,How do I change the remote URL to fix a '403 Forbidden' error when pushing to GitHub?,machine-learning-zoomcamp
159,"To verify the updated Git URL, execute the command: `git config -l | grep url`. The output should display your updated URL like this: `remote.origin.url=https://github-username@github.com/github-username/github-repository-name.git`. 
","Type the following command:
git config -l | grep url
The output should look like this:
remote.origin.url=https://github.com/github-username/github-repository-name.git
Change this to the following format and make sure the change is reflected using command in step 1:
git remote set-url origin ""https://github-username@github.com/github-username/github-repository-name.git""
(Added by Dheeraj Karra)",a2cfa1c9,"After updating the Git URL, how can I ensure the changes are correctly applied?",machine-learning-zoomcamp
160,"GitHub no longer allows password authentication. You need to create a personal access token and use that instead. You can find instructions on how to do so at the provided link: https://docs.github.com/en/authentication/connecting-to-github-with-ssh/generating-a-new-ssh-key-and-adding-it-to-the-ssh-agent. 
","I had a problem when I tried to push my code from Git Bash:
remote: Support for password authentication was removed on August 13, 2021.
remote: Please see https://docs.github.com/en/get-started/getting-started-with-git/about-remote-repositories#cloning-with-https-urls for information on currently recommended modes of authentication.
fatal: Authentication failed for 'https://github.com/username
Solution:
Create a personal access token from your github account and use it when you make a push of your last changes.
https://docs.github.com/en/authentication/connecting-to-github-with-ssh/generating-a-new-ssh-key-and-adding-it-to-the-ssh-agent
Bruno Bedón",7b907071,Why am I encountering 'fatal: Authentication failed for https://github.com/username' error when pushing code?,machine-learning-zoomcamp
161,"GitHub no longer supports using your password for authentication. You should create a personal access token from your GitHub account, and use that instead of a password for authentication. 
","I had a problem when I tried to push my code from Git Bash:
remote: Support for password authentication was removed on August 13, 2021.
remote: Please see https://docs.github.com/en/get-started/getting-started-with-git/about-remote-repositories#cloning-with-https-urls for information on currently recommended modes of authentication.
fatal: Authentication failed for 'https://github.com/username
Solution:
Create a personal access token from your github account and use it when you make a push of your last changes.
https://docs.github.com/en/authentication/connecting-to-github-with-ssh/generating-a-new-ssh-key-and-adding-it-to-the-ssh-agent
Bruno Bedón",7b907071,What should I do if password authentication for GitHub is no longer supported?,machine-learning-zoomcamp
162,"You can find information on recommended authentications for GitHub at https://docs.github.com/en/get-started/getting-started-with-git/about-remote-repositories#cloning-with-https-urls. 
","I had a problem when I tried to push my code from Git Bash:
remote: Support for password authentication was removed on August 13, 2021.
remote: Please see https://docs.github.com/en/get-started/getting-started-with-git/about-remote-repositories#cloning-with-https-urls for information on currently recommended modes of authentication.
fatal: Authentication failed for 'https://github.com/username
Solution:
Create a personal access token from your github account and use it when you make a push of your last changes.
https://docs.github.com/en/authentication/connecting-to-github-with-ssh/generating-a-new-ssh-key-and-adding-it-to-the-ssh-agent
Bruno Bedón",7b907071,Where can I find information on recommended authentications for GitHub after password support was removed?,machine-learning-zoomcamp
163,"GitHub no longer allows password authentication. You must create a personal access token from your GitHub account and use that instead of a password. You can find instructions on how to do so in the GitHub documentation. 
","I had a problem when I tried to push my code from Git Bash:
remote: Support for password authentication was removed on August 13, 2021.
remote: Please see https://docs.github.com/en/get-started/getting-started-with-git/about-remote-repositories#cloning-with-https-urls for information on currently recommended modes of authentication.
fatal: Authentication failed for 'https://github.com/username
Solution:
Create a personal access token from your github account and use it when you make a push of your last changes.
https://docs.github.com/en/authentication/connecting-to-github-with-ssh/generating-a-new-ssh-key-and-adding-it-to-the-ssh-agent
Bruno Bedón",7b907071,How can I configure my GitHub authentication if I can't use a password?,machine-learning-zoomcamp
164,"You can create a personal access token from your github account. For more information, see https://docs.github.com/en/authentication/connecting-to-github-with-ssh/generating-a-new-ssh-key-and-adding-it-to-the-ssh-agent. 
","I had a problem when I tried to push my code from Git Bash:
remote: Support for password authentication was removed on August 13, 2021.
remote: Please see https://docs.github.com/en/get-started/getting-started-with-git/about-remote-repositories#cloning-with-https-urls for information on currently recommended modes of authentication.
fatal: Authentication failed for 'https://github.com/username
Solution:
Create a personal access token from your github account and use it when you make a push of your last changes.
https://docs.github.com/en/authentication/connecting-to-github-with-ssh/generating-a-new-ssh-key-and-adding-it-to-the-ssh-agent
Bruno Bedón",7b907071,Where do I create a personal access token for GitHub authentication?,machine-learning-zoomcamp
165,"To resolve the ""wget: unable to resolve host address 'raw.githubusercontent.com'"" error in Kaggle, turn on internet access for your Kaggle notebook session. You can do this in the settings panel on the right-hand side of the screen. Note that Kaggle will require phone number verification. 
","In Kaggle, when you are trying to !wget a dataset from github (or any other public repository/location), you get the following error:
Getting  this error while trying to import data- !wget https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
--2022-09-17 16:55:24--  https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
Resolving raw.githubusercontent.com (raw.githubusercontent.com)... failed: Temporary failure in name resolution.
wget: unable to resolve host address 'raw.githubusercontent.com'
Solution:
In your Kaggle notebook settings, turn on the Internet for your session. It's on the settings panel, on the right hand side of the Kaggle screen. You'll be asked to verify your phone number so Kaggle knows you are not a bot.",fc2e0a61,How can I resolve the wget: unable to resolve host address error in Kaggle?,machine-learning-zoomcamp
166,"Turn on internet access for your Kaggle notebook session in the settings panel. You'll need to verify your phone number. 
","In Kaggle, when you are trying to !wget a dataset from github (or any other public repository/location), you get the following error:
Getting  this error while trying to import data- !wget https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
--2022-09-17 16:55:24--  https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
Resolving raw.githubusercontent.com (raw.githubusercontent.com)... failed: Temporary failure in name resolution.
wget: unable to resolve host address 'raw.githubusercontent.com'
Solution:
In your Kaggle notebook settings, turn on the Internet for your session. It's on the settings panel, on the right hand side of the Kaggle screen. You'll be asked to verify your phone number so Kaggle knows you are not a bot.",fc2e0a61,What should I do when wget fails to resolve a host address in Kaggle?,machine-learning-zoomcamp
167,"Make sure you have internet access enabled for your Kaggle notebook. You can do this in the settings panel on the right-hand side of your screen. You will be asked to verify your phone number. 
","In Kaggle, when you are trying to !wget a dataset from github (or any other public repository/location), you get the following error:
Getting  this error while trying to import data- !wget https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
--2022-09-17 16:55:24--  https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
Resolving raw.githubusercontent.com (raw.githubusercontent.com)... failed: Temporary failure in name resolution.
wget: unable to resolve host address 'raw.githubusercontent.com'
Solution:
In your Kaggle notebook settings, turn on the Internet for your session. It's on the settings panel, on the right hand side of the Kaggle screen. You'll be asked to verify your phone number so Kaggle knows you are not a bot.",fc2e0a61,How to import data with wget in Kaggle without encountering errors?,machine-learning-zoomcamp
168,"To fix ""wget: unable to resolve host address 'raw.githubusercontent.com'"" errors in Kaggle, turn on internet access for your session in the notebook settings. 
","In Kaggle, when you are trying to !wget a dataset from github (or any other public repository/location), you get the following error:
Getting  this error while trying to import data- !wget https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
--2022-09-17 16:55:24--  https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
Resolving raw.githubusercontent.com (raw.githubusercontent.com)... failed: Temporary failure in name resolution.
wget: unable to resolve host address 'raw.githubusercontent.com'
Solution:
In your Kaggle notebook settings, turn on the Internet for your session. It's on the settings panel, on the right hand side of the Kaggle screen. You'll be asked to verify your phone number so Kaggle knows you are not a bot.",fc2e0a61,What settings need to be adjusted in Kaggle to fix wget errors?,machine-learning-zoomcamp
169,"Kaggle requires phone verification to ensure you are not a bot when enabling internet access for your notebook, which is necessary for using `wget` to download datasets from sources like GitHub. 
","In Kaggle, when you are trying to !wget a dataset from github (or any other public repository/location), you get the following error:
Getting  this error while trying to import data- !wget https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
--2022-09-17 16:55:24--  https://raw.githubusercontent.com/alexeygrigorev/datasets/master/housing.csv
Resolving raw.githubusercontent.com (raw.githubusercontent.com)... failed: Temporary failure in name resolution.
wget: unable to resolve host address 'raw.githubusercontent.com'
Solution:
In your Kaggle notebook settings, turn on the Internet for your session. It's on the settings panel, on the right hand side of the Kaggle screen. You'll be asked to verify your phone number so Kaggle knows you are not a bot.",fc2e0a61,Why do I need to verify my phone number to use wget in Kaggle?,machine-learning-zoomcamp
170,"The video ""Creating Virtual Environment for Python from VS Code"" is helpful for setting up a virtual environment in VS Code. 
","I found this video quite helpful: Creating Virtual Environment for Python from VS Code
[Native Jupiter Notebooks support in VS Code] In VS Code you can also have a native Jupiter Notebooks support, i.e. you do not need to open a web browser to code in a Notebook. If you have port forwarding enabled + run a ‘jupyter notebook ‘ command from a remote machine + have a remote connection configured in .ssh/config (as Alexey’s video suggests) - VS Code can execute remote Jupyter Notebooks files on a remote server from your local machine: https://code.visualstudio.com/docs/datascience/jupyter-notebooks.
[Git support from VS Code] You can work with Github from VSCode - staging and commits are easy from the VS Code’s UI:  https://code.visualstudio.com/docs/sourcecontrol/overview
(Added by Ivan Brigida)",d43e5742,What video should I watch to set up a virtual environment for Python in VS Code?,machine-learning-zoomcamp
171,"Yes, VS Code offers built-in support for Jupyter Notebooks, eliminating the need to use a web browser. 
","I found this video quite helpful: Creating Virtual Environment for Python from VS Code
[Native Jupiter Notebooks support in VS Code] In VS Code you can also have a native Jupiter Notebooks support, i.e. you do not need to open a web browser to code in a Notebook. If you have port forwarding enabled + run a ‘jupyter notebook ‘ command from a remote machine + have a remote connection configured in .ssh/config (as Alexey’s video suggests) - VS Code can execute remote Jupyter Notebooks files on a remote server from your local machine: https://code.visualstudio.com/docs/datascience/jupyter-notebooks.
[Git support from VS Code] You can work with Github from VSCode - staging and commits are easy from the VS Code’s UI:  https://code.visualstudio.com/docs/sourcecontrol/overview
(Added by Ivan Brigida)",d43e5742,Is it possible to use Jupyter Notebooks in VS Code without a web browser?,machine-learning-zoomcamp
172,"To execute remote Jupyter Notebook files from your local VS Code, ensure that you have port forwarding enabled, are running a 'jupyter notebook' command from the remote machine, and have a remote connection configured in .ssh/config. 
","I found this video quite helpful: Creating Virtual Environment for Python from VS Code
[Native Jupiter Notebooks support in VS Code] In VS Code you can also have a native Jupiter Notebooks support, i.e. you do not need to open a web browser to code in a Notebook. If you have port forwarding enabled + run a ‘jupyter notebook ‘ command from a remote machine + have a remote connection configured in .ssh/config (as Alexey’s video suggests) - VS Code can execute remote Jupyter Notebooks files on a remote server from your local machine: https://code.visualstudio.com/docs/datascience/jupyter-notebooks.
[Git support from VS Code] You can work with Github from VSCode - staging and commits are easy from the VS Code’s UI:  https://code.visualstudio.com/docs/sourcecontrol/overview
(Added by Ivan Brigida)",d43e5742,How can I execute remote Jupyter Notebooks files from my local machine using VS Code?,machine-learning-zoomcamp
